username,feedback,score,at,app_version
Maida Hariyah,Lambat banget! ga enak dipake,3,2024-01-21 9:31:34,4.1.0
"Bakti Sitompul, S.IP","Males banget, tiap buka loading terus.",3,2024-09-26 22:01:16,4.1.0
Banawi Situmorang,"Aduh app-nya error mulu, ga bener.",3,2024-02-18 17:51:12,4.1.0
Lasmono Widodo,"Payah, gk bisa dipake sama sekali.",1,2024-01-01 21:06:49,4.1.0
"dr. Ivan Januar, M.M.",Lambat banget! ga enak dipake,1,2024-04-05 20:56:52,4.1.0
Cahyo Nainggolan,"App-nya keren, mantul!",5,2024-08-28 22:36:03,4.1.0
Michelle Yuliarti,"Cepat dan responsif, saya suka.",5,2024-03-11 9:46:44,4.1.0
Lasmanto Habibi,"Mantap, semuanya lancar.",5,2024-07-19 1:54:08,4.1.0
"Aslijan Gunawan, S.Psi","Gagal terus, tolong dong diperbaiki!",3,2024-08-11 16:31:36,4.1.0
R. Warsita Hardiansyah,"Males banget, tiap buka loading terus.",1,2024-08-31 22:21:40,4.1.0
"Darman Nainggolan, S.Gz","Sipp, gk ada masalah, mantap.",5,2024-04-04 7:44:23,4.1.0
Amelia Fujiati,"Pokoknya juara, the best dah.",4,2024-02-02 22:57:18,4.1.0
Usyi Farida,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-13 0:31:04,4.1.0
Febi Sihombing,"Aduh app-nya error mulu, ga bener.",2,2024-05-03 20:15:44,4.1.0
"R. Keisha Rajata, S.Gz","Mantap, semuanya lancar.",4,2024-06-11 3:41:10,4.1.0
Tgk. Omar Waluyo,"Sering eror, ga recommended.",3,2024-08-30 7:53:52,4.1.0
"Yono Habibi, S.I.Kom","Lemot bgt app ini, fix uninstall.",2,2024-06-18 5:58:42,4.1.0
Tira Suryatmi,"App-nya keren, mantul!",5,2024-07-26 13:36:34,4.1.0
Cemani Handayani,Aplikasinya suka ngelag parah,3,2024-02-24 21:44:14,4.1.0
Dewi Suwarno,"Lemot bgt app ini, fix uninstall.",1,2024-04-28 16:04:10,4.1.0
Cawisadi Puspita,"Lancar jaya bro, gk ada error.",4,2024-04-17 6:48:30,4.1.0
Ir. Zulaikha Laksmiwati,"Mantap, semuanya lancar.",5,2024-08-26 5:36:53,4.1.0
Kemal Megantara,"Lemot bgt app ini, fix uninstall.",1,2024-10-21 15:25:56,4.1.0
Winda Usamah,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-03-14 1:04:52,4.1.0
R. Vanesa Sinaga,"Males banget, tiap buka loading terus.",2,2024-03-26 16:01:27,4.1.0
"Zelda Wibisono, S.Sos","App-nya keren, mantul!",4,2024-08-23 18:43:33,4.1.0
Galur Nababan,Lambat banget! ga enak dipake,3,2024-09-29 10:33:43,4.1.0
Caraka Nainggolan,"Gagal terus, tolong dong diperbaiki!",2,2024-08-06 15:37:34,4.1.0
Septi Kusmawati,"Gak bisa checkout, tolong perbaiki dong!",1,2024-06-08 1:00:17,4.1.0
Cakrajiya Maryadi,"Gak bisa checkout, tolong perbaiki dong!",2,2024-03-25 18:34:34,4.1.0
Dartono Kurniawan,"Lancar jaya bro, gk ada error.",4,2024-06-24 7:51:50,4.1.0
Maimunah Rajata,Lambat banget! ga enak dipake,2,2024-03-13 16:07:44,4.1.0
"dr. Asmuni Pertiwi, S.Pd","Aduh app-nya error mulu, ga bener.",2,2024-03-19 21:44:50,4.1.0
Nadia Lestari,Lambat banget! ga enak dipake,3,2024-10-07 11:08:45,4.1.0
Belinda Yuniar,,3,2024-10-09 14:47:33,4.1.0
Kurnia Astuti,"Gak bisa checkout, tolong perbaiki dong!",2,2024-06-18 0:56:05,4.1.0
Salimah Megantara,"Payah, gk bisa dipake sama sekali.",2,2024-01-20 21:17:18,4.1.0
"Ir. Ciaobella Saputra, M.M.","Gagal terus, tolong dong diperbaiki!",3,2024-08-06 6:11:10,4.1.0
Siska Lestari,"Males banget, tiap buka loading terus.",1,2024-06-21 15:20:38,4.1.0
KH. Jais Waskita,"Lancar jaya bro, gk ada error.",4,2024-08-28 10:00:42,4.1.0
Gasti Sudiati,"Payah, gk bisa dipake sama sekali.",2,2024-06-21 12:49:04,4.1.0
"Dalimin Namaga, S.Psi","Cepat dan responsif, saya suka.",5,2024-06-22 5:41:16,4.1.0
"dr. Paris Safitri, S.E.","Aduh app-nya error mulu, ga bener.",1,2024-05-12 21:49:30,4.1.0
"Cut Michelle Sihombing, S.Gz",Aplikasinya bagus banget!,4,2024-02-20 6:19:30,4.1.0
Novi Dabukke,"Gagal terus, tolong dong diperbaiki!",3,2024-09-16 16:08:49,4.1.0
"Ade Setiawan, M.Pd","Gak bisa checkout, tolong perbaiki dong!",3,2024-04-08 14:53:00,4.1.0
Aswani Salahudin,Udah nyoba berkali-kali tetep gk bisa.,2,2024-09-10 2:42:27,4.1.0
"H. Paiman Saefullah, S.Gz","Males banget, tiap buka loading terus.",2,2024-05-22 23:09:33,4.1.0
Hadi Marpaung,"Layanan memuaskan, fitur lengkap.",5,2024-06-01 10:43:12,4.1.0
Ade Yulianti,"Pokoknya juara, the best dah.",5,2024-08-21 15:40:27,4.1.0
Alika Latupono,"Lancar jaya bro, gk ada error.",5,2024-07-29 0:18:15,4.1.0
Kenari Situmorang,"Gak bisa checkout, tolong perbaiki dong!",2,2024-05-11 7:24:52,4.1.0
Marsudi Marpaung,"Sering eror, ga recommended.",1,2024-04-21 0:05:59,4.1.0
drg. Paiman Maulana,Aplikasinya bagus banget!,4,2024-08-09 23:07:21,4.1.0
Malika Rahmawati,"Payah, gk bisa dipake sama sekali.",2,2024-05-26 14:31:06,4.1.0
Parman Lailasari,"Gak bisa checkout, tolong perbaiki dong!",3,2024-04-01 11:34:56,4.1.0
Yuni Sirait,"Mantul, pokoknya aplikasi ini juara deh!",4,2024-04-30 22:46:33,4.1.0
Hadi Riyanti,"Lancar jaya bro, gk ada error.",4,2024-09-18 12:40:09,4.1.0
Vivi Saptono,"Males banget, tiap buka loading terus.",3,2024-04-08 2:56:49,4.1.0
Yoga Firgantoro,"Gak bisa checkout, tolong perbaiki dong!",3,2024-09-23 11:17:39,4.1.0
Purwanto Tamba,"Gagal terus, tolong dong diperbaiki!",2,2024-05-09 22:37:56,4.1.0
Xanana Hutagalung,Lambat banget! ga enak dipake,1,2024-09-23 11:41:07,4.1.0
R.A. Ani Nainggolan,"Aduh app-nya error mulu, ga bener.",2,2024-02-05 12:32:43,4.1.0
Karen Puspasari,Lambat banget! ga enak dipake,2,2024-05-20 6:26:28,4.1.0
"Jaeman Uwais, S.T.","Aduh app-nya error mulu, ga bener.",3,2024-07-17 20:42:07,4.1.0
Silvia Pangestu,"Lancar jaya bro, gk ada error.",4,2024-08-08 6:14:47,4.1.0
Ulva Hartati,"Lemot bgt app ini, fix uninstall.",3,2024-04-11 5:01:31,4.1.0
"Kamaria Usada, M.TI.","Gagal terus, tolong dong diperbaiki!",2,2024-05-16 2:23:17,4.1.0
Dariati Hutagalung,"Sipp, gk ada masalah, mantap.",5,2024-01-13 7:29:37,4.1.0
Calista Uyainah,"Lemot bgt app ini, fix uninstall.",3,2024-06-22 22:21:29,4.1.0
Victoria Jailani,"Gagal terus, tolong dong diperbaiki!",3,2024-06-13 13:58:02,4.1.0
Sadina Damanik,Aplikasinya suka ngelag parah,3,2024-09-28 17:42:19,4.1.0
Maimunah Mangunsong,"Gagal terus, tolong dong diperbaiki!",2,2024-03-26 16:30:51,4.1.0
R. Irfan Palastri,"Lemot bgt app ini, fix uninstall.",3,2024-09-16 3:54:42,4.1.0
Cinthia Widodo,"Gak bisa checkout, tolong perbaiki dong!",2,2024-06-22 17:46:15,4.1.0
Zulfa Anggraini,Aplikasinya suka ngelag parah,3,2024-09-15 23:24:57,4.1.0
Anom Widodo,"App ini mantap betul, gk kecewa.",4,2024-08-02 11:37:39,4.1.0
Langgeng Halimah,"Payah, gk bisa dipake sama sekali.",3,2024-04-13 11:01:55,4.1.0
"drg. Vivi Mustofa, M.Ak","Lemot bgt app ini, fix uninstall.",3,2024-07-27 4:36:53,4.1.0
Sutan Karman Hasanah,"Mantul, pokoknya aplikasi ini juara deh!",5,2024-07-12 8:21:36,4.1.0
Jamil Suryatmi,,5,2024-05-26 10:10:54,4.1.0
Hadi Putra,Aplikasinya suka ngelag parah,3,2024-02-18 12:25:16,4.1.0
Langgeng Wibisono,"Lemot bgt app ini, fix uninstall.",3,2024-05-08 21:22:10,4.1.0
Arsipatra Wacana,"App-nya keren, mantul!",4,2024-02-19 0:27:56,4.1.0
Talia Kuswandari,"Gak bisa checkout, tolong perbaiki dong!",2,2024-10-01 19:41:09,4.1.0
"Zulfa Saptono, M.Kom.",,2,2024-07-13 14:00:35,4.1.0
Prayoga Adriansyah,"Payah, gk bisa dipake sama sekali.",1,2024-08-18 13:03:04,4.1.0
"Drs. Yance Hakim, S.Pt",,2,2024-02-16 7:19:41,4.1.0
Salimah Pradana,Lambat banget! ga enak dipake,3,2024-01-15 9:27:51,4.1.0
Sutan Kawaya Irawan,"App ini mantap betul, gk kecewa.",4,2024-04-13 10:52:50,4.1.0
Puti Mutia Ardianto,Udah nyoba berkali-kali tetep gk bisa.,3,2024-07-10 5:03:38,4.1.0
"Gilda Halim, S.T.","Mantul, pokoknya aplikasi ini juara deh!",5,2024-01-27 3:47:20,4.1.0
"Tgk. Kalim Napitupulu, S.Kom","Lancar jaya bro, gk ada error.",4,2024-09-22 2:25:05,4.1.0
Jamil Budiman,"App-nya keren, mantul!",4,2024-03-25 6:32:07,4.1.0
Dr. Bakda Wastuti,Aplikasinya bagus banget!,5,2024-10-01 7:18:49,4.1.0
"Sutan Taufik Saputra, S.Pd",Lambat banget! ga enak dipake,1,2024-07-21 11:01:01,4.1.0
Gandi Simanjuntak,Aplikasinya suka ngelag parah,3,2024-04-15 16:48:14,4.1.0
Vera Wahyuni,"Males banget, tiap buka loading terus.",1,2024-03-09 14:34:37,4.1.0
drg. Dina Sudiati,"App ini mantap betul, gk kecewa.",5,2024-07-20 12:19:45,4.1.0
"Bakiono Prakasa, S.H.","Aduh app-nya error mulu, ga bener.",2,2024-06-09 19:15:00,4.1.0
Queen Halim,Aplikasinya suka ngelag parah,1,2024-03-15 9:31:51,4.1.0
Ian Winarsih,Udah nyoba berkali-kali tetep gk bisa.,2,2024-06-21 8:34:34,4.1.0
"Yulia Gunawan, M.Farm","App-nya keren, mantul!",4,2024-02-28 4:45:02,4.1.0
dr. Warsita Anggraini,Lambat banget! ga enak dipake,3,2024-03-06 21:27:26,4.1.0
Prabu Sitompul,Aplikasinya suka ngelag parah,3,2024-03-04 3:00:38,4.1.0
"Ir. Cagak Saptono, S.IP","Sipp, gk ada masalah, mantap.",4,2024-05-13 12:44:01,4.1.0
"Drs. Juli Wacana, S.I.Kom","App-nya keren, mantul!",5,2024-05-14 17:27:37,4.1.0
Bakiono Safitri,"Payah, gk bisa dipake sama sekali.",1,2024-05-12 0:39:36,4.1.0
"KH. Mustika Handayani, S.E.I","Pokoknya juara, the best dah.",4,2024-02-05 6:12:15,4.1.0
Tgk. Olga Budiman,"App-nya keren, mantul!",5,2024-10-23 15:30:44,4.1.0
"Drs. Wulan Hariyah, S.Gz","Cepat dan responsif, saya suka.",5,2024-07-31 2:36:43,4.1.0
"Darman Pranowo, S.Gz","Mantap, semuanya lancar.",4,2024-04-18 18:02:03,4.1.0
"Gara Suryono, S.Psi",Lambat banget! ga enak dipake,2,2024-04-08 8:40:36,4.1.0
